denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,2,0,2,0,2,1,1,0,0,,,2,43,
Basilicata,0,0,0,0,0,0,0,0,0,,,0,32,
Calabria,0,0,0,1,1,0,0,0,0,,,1,27,
Campania,3,0,3,10,13,9,9,0,0,,,13,373,
Emilia-Romagna,86,11,97,116,213,70,72,0,4,,,217,1550,
Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,,,0,189,
Lazio,3,0,3,0,3,3,3,3,0,,,6,679,
Liguria,4,1,5,33,38,19,23,4,0,,,42,121,
Lombardia,256,80,336,216,552,78,84,40,23,,,615,5723,
Marche,6,2,8,3,11,5,5,0,0,,,11,68,
Molise,0,0,0,0,0,0,0,0,0,,,0,0,
P.A. Bolzano,1,0,1,0,1,0,0,0,0,,,1,16,
P.A. Trento,0,0,0,0,0,0,0,0,0,,,0,43,
Piemonte,7,0,7,4,11,0,0,0,0,,,11,308,
Puglia,1,0,1,2,3,0,0,0,0,,,3,252,
Sardegna,0,0,0,0,0,0,0,0,0,,,0,1,
Sicilia,1,0,1,1,2,0,0,2,0,,,4,6,
Toscana,7,0,7,3,10,3,3,1,0,,,11,531,
Umbria,0,0,0,0,0,0,0,0,0,,,0,31,
Valle d'Aosta,0,0,0,0,0,0,0,0,0,,,0,9,
Veneto,24,11,35,154,189,40,40,0,2,,,191,8659,
