denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,185,44,229,265,494,72,80,13,22,,,529,3035,
Basilicata,12,7,19,47,66,14,14,0,0,,,66,522,
Calabria,73,16,89,136,225,24,28,5,5,,,235,3050,
Campania,233,87,320,473,793,91,95,29,22,,,844,4448,
Emilia-Romagna,2267,265,2532,3129,5661,572,737,329,715,,,6705,24620,
Friuli Venezia Giulia,152,37,189,477,666,111,134,82,42,,,790,5955,
Lazio,591,70,661,425,1086,174,182,54,50,,,1190,13889,
Liguria,598,129,727,432,1159,158,215,125,152,,,1436,4304,
Lombardia,8258,1093,9351,8019,17370,1950,3251,5050,3095,,,25515,66730,
Marche,742,141,883,1114,1997,153,172,2,154,,,2153,5740,
Molise,21,6,27,20,47,8,11,7,7,,,61,449,
P.A. Bolzano,127,30,157,443,600,70,73,1,20,,,621,5179,
P.A. Trento,233,39,272,448,720,120,140,34,28,,,782,2656,
Piemonte,1976,301,2277,1229,3506,262,291,8,238,,,3752,10701,
Puglia,209,33,242,400,642,91,94,4,29,,,675,5617,
Sardegna,65,16,81,240,321,33,37,5,4,,,330,2297,
Sicilia,206,48,254,204,458,79,82,26,6,,,490,4883,
Toscana,664,202,866,1039,1905,192,219,35,72,,,2012,11909,
Umbria,92,29,121,326,447,63,67,5,10,,,462,2712,
Valle d'Aosta,62,15,77,227,304,47,49,1,8,,,313,884,
Veneto,942,249,1191,3023,4214,537,586,257,146,,,4617,53642,
