denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,318,35,353,1714,2067,5,55,329,271,,,2667,29906,23901
Basilicata,64,7,71,174,245,3,8,81,24,,,350,7470,7470
Calabria,133,7,140,679,819,-9,9,152,76,,,1047,25440,23914
Campania,532,58,590,2356,2946,-73,61,872,317,,,4135,53548,37505
Emilia-Romagna,3045,282,3327,9917,13244,-278,225,6701,3147,,,23092,134878,93367
Friuli Venezia Giulia,139,21,160,1162,1322,132,17,1229,241,,,2792,48500,31352
Lazio,1380,184,1564,2838,4402,37,80,1130,363,,,5895,100031,24046
Liguria,914,94,1008,2455,3463,-33,95,2311,990,,,6764,34186,22670
Lombardia,9805,851,10656,23322,33978,-609,960,21374,12579,,,67931,277197,173333
Marche,784,78,862,2356,3218,6,51,1825,834,,,5877,44332,29090
Molise,27,2,29,184,213,0,1,51,18,,,282,4124,4015
P.A. Bolzano,159,20,179,1357,1536,-4,16,623,251,,,2410,31987,15405
P.A. Trento,254,38,292,1617,1909,-20,24,1329,376,,,3614,26610,17705
Piemonte,3116,293,3409,11402,14811,254,606,4659,2485,,,21955,105434,76406
Puglia,569,65,634,2178,2812,2,55,459,351,,,3622,45984,44760
Sardegna,112,21,133,704,837,-17,8,306,93,,,1236,15886,14526
Sicilia,514,37,551,1708,2259,49,76,370,206,,,2835,55093,55093
Toscana,833,171,1004,5618,6622,54,96,1295,686,,,8603,109925,87717
Umbria,107,22,129,278,407,-17,4,886,60,,,1353,26639,17873
Valle d'Aosta,99,8,107,415,522,-26,5,445,126,,,1093,4911,3969
Veneto,1230,177,1407,8670,10077,16,277,5173,1154,,,16404,268069,167129
