denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,35,3,38,474,512,6,11,2948,472,3433,499,3932,170623,110567
Basilicata,4,1,5,138,143,5,6,422,28,413,180,593,61974,61164
Calabria,28,3,31,339,370,8,8,1207,98,1159,516,1675,170611,168505
Campania,232,10,242,3500,3742,148,180,4568,450,7540,1220,8760,481767,289379
Emilia-Romagna,143,17,160,3451,3611,57,110,24994,4468,29900,3173,33073,999874,582928
Friuli Venezia Giulia,17,3,20,526,546,35,39,3144,349,3827,212,4039,352278,161912
Lazio,372,9,381,4001,4382,112,163,7413,882,6968,5709,12677,688893,571817
Liguria,91,11,102,839,941,34,114,9060,1579,8894,2686,11580,259510,139851
Lombardia,256,30,286,8166,8452,128,245,77204,16892,92791,9757,102548,1775670,1098986
Marche,11,2,13,426,439,29,40,6015,989,7443,0,7443,219106,129830
Molise,4,0,4,91,95,3,3,437,23,520,35,555,36444,35157
P.A. Bolzano,8,0,8,231,239,16,20,2506,292,3037,0,3037,147298,77764
P.A. Trento,6,0,6,392,398,78,82,4638,405,3580,1861,5441,199539,87467
Piemonte,110,9,119,1799,1918,54,74,27450,4153,24096,9425,33521,627817,385183
Puglia,179,8,187,1283,1470,56,70,4169,570,2126,4083,6209,339446,242098
Sardegna,57,12,69,1217,1286,53,63,1300,139,1658,1067,2725,152649,130074
Sicilia,108,18,126,1477,1603,76,106,3140,289,3457,1575,5032,389738,293401
Toscana,74,13,87,2127,2214,73,92,9377,1147,10971,1767,12738,609191,409901
Umbria,16,3,19,371,390,17,24,1521,81,1549,443,1992,172063,104824
Valle d'Aosta,2,0,2,29,31,-3,0,1077,146,1123,131,1254,26128,18332
Veneto,83,12,95,2831,2926,-11,147,19295,2135,20166,4190,24356,1673770,658348
