denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,284,22,306,4303,4609,256,345,3618,532,6641,2118,8759,272901,170530
Basilicata,68,7,75,1001,1076,67,77,661,44,534,1247,1781,98015,96865
Calabria,117,9,126,2199,2325,141,234,1768,111,1174,3030,4204,262979,260697
Campania,1210,140,1350,31491,32841,2166,2761,9907,607,40855,2500,43355,886553,602980
Emilia-Romagna,934,103,1037,16043,17080,1311,1413,27626,4579,38049,11236,49285,1509935,818615
Friuli Venezia Giulia,139,31,170,3275,3445,160,241,4913,378,7886,850,8736,515566,222085
Lazio,1632,166,1798,24344,26142,1736,1993,10648,1139,14055,23874,37929,1338385,1091869
Liguria,837,45,882,6075,6957,515,1127,15922,1718,17732,6865,24597,418646,218449
Lombardia,2715,271,2986,51898,54884,4559,5035,90774,17310,133215,29753,162968,2766999,1729725
Marche,250,28,278,3947,4225,303,380,6827,1006,12058,0,12058,307045,179841
Molise,17,4,21,671,692,52,66,664,29,1336,49,1385,60629,56971
P.A. Bolzano,169,12,181,3557,3738,237,242,2959,300,6997,0,6997,223079,115563
P.A. Trento,84,5,89,1559,1648,208,257,6087,427,4616,3546,8162,277349,111986
Piemonte,2016,121,2137,21103,23240,1973,2458,32092,4286,30000,29618,59618,968047,585298
Puglia,635,62,697,8011,8708,429,611,6187,686,4463,11118,15581,531155,377074
Sardegna,306,36,342,4719,5061,141,174,2904,199,3161,5003,8164,253445,215251
Sicilia,727,103,830,10904,11734,789,860,6142,449,11733,6592,18325,654651,464116
Toscana,804,119,923,20117,21040,1664,1823,12954,1290,28054,7230,35284,1027459,688497
Umbria,248,37,285,4476,4761,178,314,3001,110,2672,5200,7872,281634,164539
Valle d'Aosta,99,7,106,1261,1367,51,57,1203,156,2428,298,2726,38828,24643
Veneto,664,83,747,18770,19517,1470,1526,25131,2344,24220,22772,46992,2259786,880224
