denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,42,14,56,27,83,5,5,4,2,,,89,958,
Basilicata,1,1,2,8,10,2,2,0,0,,,10,155,
Calabria,18,3,21,16,37,5,5,1,0,,,38,504,
Campania,60,19,79,134,213,39,41,5,2,,,220,1671,
Emilia-Romagna,942,128,1070,941,2011,253,316,51,201,,,2263,8787,
Friuli Venezia Giulia,59,8,67,169,236,88,90,11,10,,,257,3149,
Lazio,122,24,146,96,242,70,77,24,11,,,277,6491,
Liguria,128,44,172,132,304,61,71,24,17,,,345,1442,
Lombardia,4435,650,5085,2647,7732,836,1095,1198,890,,,9820,32700,
Marche,337,85,422,276,698,128,133,0,27,,,725,2218,
Molise,5,3,8,9,17,1,1,0,0,,,17,243,
P.A. Bolzano,20,5,25,98,123,20,21,0,2,,,125,811,
P.A. Trento,58,6,64,93,157,55,56,4,2,,,163,846,
Piemonte,556,135,691,103,794,240,260,0,46,,,840,3105,
Puglia,77,2,79,42,121,23,25,3,5,,,129,1449,
Sardegna,12,0,12,31,43,4,4,0,0,,,43,504,
Sicilia,37,7,44,82,126,15,15,2,2,,,130,1950,
Toscana,134,77,211,244,455,103,106,10,5,,,470,4049,
Umbria,11,10,21,52,73,11,12,2,1,,,76,576,
Valle d'Aosta,6,0,6,21,27,1,1,0,1,,,28,189,
Veneto,366,107,473,980,1453,156,211,100,42,,,1595,25691,
