denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,331,62,393,1141,1534,43,60,146,179,,,1859,15846,
Basilicata,48,17,65,205,270,5,6,13,14,,,297,3296,
Calabria,170,15,185,570,755,22,26,44,60,,,859,14977,
Campania,608,97,705,2154,2859,94,120,188,221,,,3268,27784,
Emilia-Romagna,3769,361,4130,8980,13110,62,409,2890,2234,,,18234,78367,
Friuli Venezia Giulia,162,41,203,1212,1415,36,65,634,169,,,2218,24798,
Lazio,1241,196,1437,2011,3448,83,117,574,244,,,4266,55113,
Liguria,1109,153,1262,1983,3245,33,149,1007,654,,,4906,17521,
Lombardia,11719,1257,12976,15569,28545,202,1089,15147,9722,,,53414,167557,
Marche,974,133,1107,2455,3562,-176,149,645,652,,,4859,17532,
Molise,30,4,34,147,181,-4,2,32,13,,,226,2002,
P.A. Bolzano,268,65,333,948,1281,-20,24,371,183,,,1835,18865,
P.A. Trento,354,77,431,1509,1940,50,126,407,255,,,2602,13258,
Piemonte,3493,423,3916,7073,10989,285,540,1516,1378,,,13883,48495,
Puglia,639,90,729,1509,2238,101,120,177,219,,,2634,24493,
Sardegna,112,31,143,697,840,19,40,76,59,,,975,8493,
Sicilia,563,65,628,1265,1893,34,62,133,133,,,2159,27438,
Toscana,1066,260,1326,4231,5557,130,206,430,392,,,6379,60985,
Umbria,155,41,196,627,823,-23,26,416,50,,,1289,14105,
Valle d'Aosta,120,20,140,466,606,13,15,142,102,,,850,2953,
Veneto,1554,285,1839,8332,10171,206,485,1503,736,,,12410,163247,
