denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,33,1,34,308,342,6,10,2848,472,3256,406,3662,148901,96605
Basilicata,2,0,2,71,73,3,3,404,28,403,102,505,53602,52812
Calabria,14,1,15,155,170,3,8,1141,97,1159,249,1408,147644,145610
Campania,76,3,79,1085,1164,123,138,4370,442,5733,243,5976,390239,214193
Emilia-Romagna,90,5,95,2094,2189,50,65,24447,4458,28969,2125,31094,843153,496062
Friuli Venezia Giulia,13,2,15,283,298,7,9,3005,348,3561,90,3651,307466,145371
Lazio,281,6,287,1997,2284,133,143,7077,875,6530,3706,10236,511984,417490
Liguria,24,0,24,389,413,12,12,8699,1571,8662,2021,10683,225756,121487
Lombardia,158,15,173,5614,5787,-77,119,75901,16857,90963,7582,98545,1501157,903586
Marche,14,0,14,234,248,5,11,5889,987,7124,0,7124,195794,117078
Molise,2,0,2,54,56,0,0,432,23,500,11,511,31510,30317
P.A. Bolzano,8,1,9,168,177,5,9,2424,292,2893,0,2893,131107,69465
P.A. Trento,4,1,5,42,47,3,3,4580,405,3411,1621,5032,179424,80672
Piemonte,79,6,85,1057,1142,47,57,27155,4143,24548,7892,32440,564368,344929
Puglia,88,4,92,456,548,43,49,4016,555,1921,3198,5119,287755,202052
Sardegna,19,0,19,444,463,34,34,1262,134,1533,326,1859,126815,107288
Sicilia,53,10,63,884,947,0,24,2858,286,3070,1021,4091,330449,253585
Toscana,41,5,46,993,1039,24,34,9075,1139,10574,679,11253,503641,331202
Umbria,12,1,13,182,195,25,29,1404,80,1505,174,1679,144589,90382
Valle d'Aosta,1,0,1,12,13,2,2,1064,146,1104,119,1223,24230,17211
Veneto,46,5,51,2068,2119,71,119,17964,2107,19873,2317,22190,1476308,581727
