denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,248,59,307,431,738,116,124,23,52,,,813,4982,
Basilicata,20,14,34,78,112,21,21,0,1,,,113,857,
Calabria,93,23,116,217,333,29,32,7,11,,,351,5058,
Campania,318,123,441,631,1072,80,98,53,74,,,1199,6972,
Emilia-Romagna,3180,294,3474,4782,8256,545,800,721,1077,,,10054,38045,
Friuli Venezia Giulia,200,52,252,659,911,63,147,158,70,,,1139,9494,
Lazio,805,101,906,769,1675,130,173,131,95,,,1901,20669,
Liguria,927,147,1074,752,1826,134,189,225,254,,,2305,6602,
Lombardia,10026,1236,11262,9329,20591,723,1643,7281,4474,,,32346,81666,
Marche,938,148,1086,1553,2639,142,198,8,287,,,2934,7896,
Molise,26,7,33,20,53,-2,0,12,8,,,73,580,
P.A. Bolzano,190,40,230,518,748,49,77,67,43,,,858,6649,
P.A. Trento,308,65,373,685,1058,83,112,90,74,,,1222,4114,
Piemonte,2544,381,2925,2631,5556,432,509,19,449,,,6024,16655,
Puglia,349,64,413,610,1023,83,88,22,48,,,1093,8223,
Sardegna,82,19,101,311,412,17,21,12,18,,,442,3019,
Sicilia,259,80,339,597,936,137,148,33,25,,,994,8312,
Toscana,999,251,1250,1526,2776,257,273,54,142,,,2972,17868,
Umbria,123,44,167,519,686,62,62,5,19,,,710,4707,
Valle d'Aosta,70,25,95,280,375,-4,1,2,24,,,401,1200,
Veneto,1407,316,1723,4022,5745,394,494,439,258,,,6442,70877,
