denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,27,1,28,227,255,1,5,2838,472,3200,365,3565,141205,91479
Basilicata,0,0,0,65,65,0,0,392,28,402,83,485,51009,50219
Calabria,8,1,9,140,149,3,4,1106,97,1159,193,1352,136604,134570
Campania,47,1,48,519,567,34,34,4305,440,5197,115,5312,363297,192706
Emilia-Romagna,74,4,78,1736,1814,9,41,24210,4453,28685,1792,30477,772052,459964
Friuli Venezia Giulia,6,3,9,192,201,5,5,2963,348,3466,46,3512,284959,136278
Lazio,212,9,221,1108,1329,45,51,6979,870,6326,2852,9178,460225,375815
Liguria,22,3,25,270,295,10,16,8610,1569,8598,1876,10474,212088,113740
Lombardia,147,14,161,5174,5335,-42,43,75248,16840,90391,7032,97423,1417928,845795
Marche,12,1,13,182,195,1,8,5861,987,7043,0,7043,184009,109554
Molise,0,0,0,35,35,0,0,429,23,477,10,487,30031,28843
P.A. Bolzano,8,1,9,118,127,-2,2,2385,292,2804,0,2804,122522,64243
P.A. Trento,1,1,2,57,59,0,1,4540,405,3403,1601,5004,169839,76936
Piemonte,75,2,77,797,874,9,16,27086,4140,24731,7369,32100,537147,327181
Puglia,49,2,51,274,325,2,4,3982,555,1850,3012,4862,268294,186287
Sardegna,9,0,9,101,110,5,7,1256,134,1385,115,1500,118084,99783
Sicilia,54,6,60,658,718,6,14,2776,286,2991,789,3780,310605,240106
Toscana,11,4,15,672,687,20,21,9028,1139,10434,420,10854,471051,309024
Umbria,10,1,11,74,85,2,1,1384,80,1471,78,1549,133375,84328
Valle d'Aosta,1,0,1,7,8,-1,1,1064,146,1100,118,1218,23366,16635
Veneto,37,4,41,1593,1634,27,46,17526,2096,19699,1557,21256,1380393,533824
