denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,340,66,406,1019,1425,5,18,127,169,,,1721,14198,
Basilicata,46,18,64,198,262,8,9,12,13,,,287,3061,
Calabria,170,14,184,538,722,16,22,37,58,,,817,13633,
Campania,610,101,711,1987,2698,77,98,156,204,,,3058,24526,
Emilia-Romagna,3804,372,4176,8875,13051,214,467,2397,2108,,,17556,72163,
Friuli Venezia Giulia,189,46,235,1161,1396,33,55,549,158,,,2103,22272,
Lazio,1235,197,1432,1868,3300,114,151,502,229,,,4031,47470,
Liguria,1141,162,1303,1814,3117,24,100,837,595,,,4549,15533,
Lombardia,11914,1343,13257,15212,28469,345,1079,13863,9202,,,51534,154989,
Marche,1001,140,1141,2565,3706,128,150,296,612,,,4614,15919,
Molise,34,5,39,148,187,0,0,24,13,,,224,1546,
P.A. Bolzano,245,52,297,963,1260,34,78,298,164,,,1722,16825,
P.A. Trento,354,79,433,1405,1838,43,63,280,230,,,2348,11130,
Piemonte,3484,438,3922,6623,10545,368,562,1128,1251,,,12924,41123,
Puglia,625,97,722,1393,2115,93,127,134,195,,,2444,22059,
Sardegna,123,26,149,670,819,4,15,56,47,,,922,7521,
Sicilia,563,74,637,1178,1815,41,52,108,123,,,2046,23464,
Toscana,1116,279,1395,3906,5301,116,154,350,350,,,6001,52849,
Umbria,159,46,205,667,872,-26,14,337,44,,,1253,12573,
Valle d'Aosta,109,21,130,437,567,-9,23,142,96,,,805,2590,
Veneto,1714,322,2036,7686,9722,313,362,1204,662,,,11588,146288,
