denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,228,52,280,325,605,66,76,20,38,,,663,3674,
Basilicata,15,12,27,62,89,8,9,0,1,,,90,696,
Calabria,82,20,102,178,280,20,19,5,7,,,292,4073,
Campania,266,110,376,553,929,63,90,48,49,,,1026,5813,
Emilia-Romagna,2846,276,3122,4098,7220,830,980,423,892,,,8535,31200,
Friuli Venezia Giulia,185,41,226,545,771,33,56,105,54,,,930,7424,
Lazio,718,96,814,600,1414,142,157,63,63,,,1540,18371,
Liguria,761,133,894,659,1553,202,259,159,212,,,1924,5538,
Lombardia,9266,1183,10449,8461,18910,1025,1555,6075,3776,,,28761,73242,
Marche,882,148,1030,1328,2358,127,148,8,203,,,2569,6782,
Molise,25,7,32,18,50,-2,1,10,7,,,67,532,
P.A. Bolzano,145,33,178,510,688,40,46,7,29,,,724,6084,
P.A. Trento,249,46,295,619,914,29,69,68,41,,,1023,3150,
Piemonte,2194,343,2537,1992,4529,402,441,17,315,,,4861,13560,
Puglia,285,45,330,532,862,114,120,7,37,,,906,6761,
Sardegna,76,18,94,249,343,16,20,5,11,,,359,2568,
Sicilia,250,60,310,371,681,85,91,27,13,,,721,6375,
Toscana,838,238,1076,1225,2301,157,184,51,109,,,2461,13851,
Umbria,106,42,148,408,556,56,56,5,16,,,577,3561,
Valle d'Aosta,69,20,89,290,379,25,29,2,12,,,393,1098,
Veneto,1206,281,1487,3499,4986,342,383,327,192,,,5505,61115,
