denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,320,38,358,1704,2062,75,91,287,263,,,2612,27942,22552
Basilicata,59,7,66,176,242,-5,0,76,24,,,342,6868,6868
Calabria,140,7,147,681,828,-16,3,135,75,,,1038,24373,22847
Campania,586,61,647,2372,3019,-3,45,746,309,,,4074,51090,36153
Emilia-Romagna,3144,283,3427,10095,13522,-30,307,6266,3079,,,22867,129530,90894
Friuli Venezia Giulia,140,22,162,1028,1190,-147,30,1346,239,,,2775,45161,28777
Lazio,1388,185,1573,2792,4365,44,60,1101,349,,,5815,97823,23067
Liguria,878,102,980,2516,3496,6,141,2216,957,,,6669,33007,21979
Lombardia,10138,901,11039,23548,34587,90,735,20008,12376,,,66971,270486,173333
Marche,792,80,872,2340,3212,30,57,1792,822,,,5826,42782,28006
Molise,27,2,29,184,213,-2,2,50,18,,,281,3783,3683
P.A. Bolzano,160,19,179,1361,1540,-26,14,605,249,,,2394,31381,15089
P.A. Trento,272,40,312,1617,1929,-42,58,1295,366,,,3590,26211,17347
Piemonte,3299,301,3600,10957,14557,87,292,4383,2409,,,21349,99669,73192
Puglia,584,66,650,2160,2810,24,38,431,326,,,3567,44189,43119
Sardegna,115,21,136,718,854,-10,13,288,86,,,1228,15328,14160
Sicilia,526,39,565,1645,2210,8,42,346,203,,,2759,51373,51373
Toscana,850,182,1032,5536,6568,72,135,1272,667,,,8507,105857,85946
Umbria,113,29,142,282,424,-12,1,867,58,,,1349,25562,17099
Valle d'Aosta,102,8,110,438,548,-14,0,413,127,,,1088,4799,3910
Veneto,1273,180,1453,8608,10061,-149,192,4954,1112,,,16127,260810,163757
