denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,218,49,267,272,539,45,58,15,33,,,587,3375,
Basilicata,13,10,23,58,81,15,15,0,0,,,81,643,
Calabria,77,17,94,166,260,35,38,5,8,,,273,3666,
Campania,243,99,342,524,866,73,92,41,29,,,936,4943,
Emilia-Romagna,2429,269,2698,3692,6390,729,850,349,816,,,7555,28022,
Friuli Venezia Giulia,163,47,210,528,738,72,84,89,47,,,874,6761,
Lazio,671,79,750,522,1272,186,193,58,53,,,1383,17845,
Liguria,736,132,868,483,1351,192,229,143,171,,,1665,4995,
Lombardia,9439,1142,10581,7304,17885,515,1691,5865,3456,,,27206,70598,
Marche,816,138,954,1277,2231,234,268,6,184,,,2421,6391,
Molise,24,7,31,21,52,5,5,7,7,,,66,532,
P.A. Bolzano,146,32,178,470,648,48,57,7,23,,,678,5718,
P.A. Trento,235,46,281,604,885,165,172,34,35,,,954,3050,
Piemonte,2118,308,2426,1701,4127,621,668,10,283,,,4420,12701,
Puglia,252,37,289,459,748,106,111,7,31,,,786,6160,
Sardegna,67,16,83,244,327,6,9,5,7,,,339,2402,
Sicilia,220,55,275,321,596,138,140,26,8,,,630,5580,
Toscana,706,215,921,1223,2144,239,265,42,91,,,2277,13264,
Umbria,97,35,132,368,500,53,59,5,16,,,521,3135,
Valle d'Aosta,63,21,84,270,354,50,51,1,9,,,364,950,
Veneto,1113,255,1368,3276,4644,430,505,309,169,,,5122,57671,
