denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,20,1,21,132,153,13,15,2810,472,3149,286,3435,133345,86980
Basilicata,2,0,2,51,53,0,0,373,28,402,52,454,48573,47783
Calabria,7,1,8,83,91,-10,2,1088,97,1159,117,1276,125393,123359
Campania,20,1,21,364,385,-9,5,4212,438,4957,78,5035,343950,179583
Emilia-Romagna,78,4,82,1570,1652,43,58,24011,4291,28454,1500,29954,704622,423543
Friuli Venezia Giulia,11,2,13,140,153,6,7,2933,346,3404,28,3432,263885,129283
Lazio,185,8,193,800,993,10,18,6886,865,6223,2521,8744,433176,355838
Liguria,20,0,20,190,210,3,13,8485,1568,8443,1820,10263,196917,105218
Lombardia,168,11,179,5549,5728,-95,118,74080,16829,89887,6750,96637,1344362,808787
Marche,16,0,16,125,141,4,9,5786,987,6911,3,6914,172676,103309
Molise,1,0,1,33,34,0,0,421,23,475,3,478,28685,27530
P.A. Bolzano,8,0,8,116,124,8,12,2341,292,2757,0,2757,110703,57346
P.A. Trento,3,0,3,77,80,1,4,4503,405,3397,1591,4988,158888,74061
Piemonte,90,4,94,684,778,-2,22,26849,4135,25058,6704,31762,513925,313748
Puglia,24,0,24,134,158,6,7,3974,553,1892,2793,4685,251470,173426
Sardegna,7,0,7,48,55,2,3,1241,134,1374,56,1430,110821,93975
Sicilia,37,4,41,301,342,28,30,2743,284,2853,516,3369,289460,225491
Toscana,20,0,20,405,425,10,17,8985,1137,10287,260,10547,441676,291429
Umbria,8,0,8,21,29,-1,3,1373,80,1455,27,1482,125769,80599
Valle d'Aosta,1,0,1,12,13,1,1,1051,146,1092,118,1210,22165,15940
Veneto,36,6,42,1055,1097,30,58,17178,2077,19484,868,20352,1279252,499706
