denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,309,19,328,1648,1976,-14,24,632,315,,,2923,36614,27703
Basilicata,51,4,55,139,194,-11,0,147,25,,,366,11331,11331
Calabria,107,6,113,640,753,-11,5,263,86,,,1102,34914,32961
Campania,518,31,549,2233,2782,-20,30,1269,359,,,4410,73094,43449
Emilia-Romagna,2527,226,2753,9109,11862,-141,263,9803,3512,,,25177,176865,118881
Friuli Venezia Giulia,134,12,146,1081,1227,-12,15,1498,285,,,3010,66769,42902
Lazio,1445,130,1575,2960,4535,-27,78,1579,431,,,6545,133503,103435
Liguria,697,70,767,2809,3576,5,117,3161,1152,,,7889,47220,30669
Lombardia,7120,634,7754,28368,36122,378,786,25333,13679,,,75134,365895,223952
Marche,640,52,692,2655,3347,13,35,1964,899,,,6210,55905,37877
Molise,17,1,18,175,193,-2,0,83,21,,,297,5910,5857
P.A. Bolzano,119,14,133,712,845,-65,9,1388,274,,,2507,40218,18844
P.A. Trento,165,22,187,1276,1463,-102,44,2190,416,,,4069,35008,20944
Piemonte,2637,202,2839,12682,15521,15,411,7337,3003,,,25861,151266,106179
Puglia,449,47,496,2431,2927,8,49,692,410,,,4029,60334,59801
Sardegna,87,17,104,657,761,-11,5,413,116,,,1290,23299,21071
Sicilia,415,34,449,1696,2145,2,20,763,232,,,3140,75360,71301
Toscana,576,139,715,4948,5663,-233,61,2802,827,,,9292,137482,106150
Umbria,77,16,93,168,261,-14,12,1064,66,,,1391,34937,24079
Valle d'Aosta,78,5,83,52,135,-74,5,852,137,,,1124,7181,5337
Veneto,1042,114,1156,7213,8369,-232,117,8019,1437,,,17825,337656,200737
