denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,25,1,26,226,252,10,13,2834,472,3196,362,3558,140692,91060
Basilicata,0,0,0,66,66,2,4,392,28,402,84,486,50856,50066
Calabria,8,1,9,134,143,10,10,1105,97,1159,186,1345,134064,132030
Campania,34,1,35,454,489,2,18,4303,440,5142,90,5232,358504,189377
Emilia-Romagna,75,4,79,1675,1754,-112,71,24178,4453,28642,1743,30385,765122,456025
Friuli Venezia Giulia,2,3,5,184,189,6,15,2962,348,3455,44,3499,282722,134780
Lazio,193,9,202,1016,1218,53,58,6971,870,6308,2751,9059,454938,371681
Liguria,17,3,20,253,273,1,33,8604,1569,8584,1862,10446,210231,112680
Lombardia,149,12,161,5196,5357,-20,94,75125,16837,90319,7000,97319,1408872,840083
Marche,13,1,14,180,194,4,11,5849,987,7030,0,7030,182505,108605
Molise,0,0,0,35,35,0,2,429,23,477,10,487,29899,28711
P.A. Bolzano,7,1,8,118,126,3,9,2375,292,2793,0,2793,120894,63420
P.A. Trento,1,1,2,58,60,-3,0,4538,405,3402,1601,5003,169248,76702
Piemonte,81,3,84,796,880,6,47,27025,4139,24747,7297,32044,533845,324996
Puglia,46,1,47,261,308,22,22,3981,554,1844,2999,4843,266293,184587
Sardegna,8,0,8,93,101,-2,5,1254,134,1381,108,1489,117404,99203
Sicilia,47,5,52,625,677,46,46,2766,284,2979,748,3727,307936,237998
Toscana,9,4,13,620,633,29,38,9028,1138,10419,380,10799,467475,306566
Umbria,9,1,10,70,80,12,13,1385,80,1470,75,1545,132814,83936
Valle d'Aosta,2,0,2,9,11,-2,0,1060,146,1099,118,1217,23166,16512
Veneto,38,4,42,1518,1560,90,120,17476,2096,19673,1459,21132,1363130,524443
