denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,193,6,199,1223,1422,-1,8,1379,385,,,3186,57217,39788
Basilicata,29,1,30,74,104,-9,2,261,27,,,392,22167,21627
Calabria,56,2,58,364,422,-52,0,634,95,,,1151,55304,53470
Campania,342,17,359,1337,1696,-14,16,2592,396,,,4684,139787,63039
Emilia-Romagna,721,111,832,4824,5656,-196,50,17603,3973,,,27232,261106,163117
Friuli Venezia Giulia,80,3,83,571,654,-26,8,2218,319,,,3191,104056,64558
Lazio,1150,74,1224,2686,3910,-112,50,2914,622,,,7446,206166,164779
Liguria,360,24,384,2072,2456,-77,48,5348,1355,,,9159,80154,47381
Lombardia,4480,255,4735,22695,27430,-249,326,41895,15519,,,84844,576359,340164
Marche,151,18,169,2396,2565,-92,25,3118,984,,,6667,88656,55667
Molise,11,2,13,203,216,1,1,173,22,,,411,11085,10892
P.A. Bolzano,50,5,55,259,314,-29,3,1977,290,,,2581,54428,24677
P.A. Trento,41,8,49,252,301,-44,12,3584,453,,,4338,69659,41383
Piemonte,1620,101,1721,8518,10239,-463,64,15696,3612,,,29547,249371,168295
Puglia,263,21,284,1733,2017,-87,5,1892,470,,,4379,91035,62886
Sardegna,76,10,86,319,405,-10,1,823,125,,,1353,42249,36736
Sicilia,145,13,158,1397,1555,-104,6,1566,267,,,3388,117426,105074
Toscana,214,67,281,2521,2802,-141,35,6162,984,,,9948,204022,148060
Umbria,25,2,27,51,78,-3,2,1273,73,,,1424,55956,39272
Valle d'Aosta,31,0,31,37,68,-7,0,962,143,,,1173,12169,9469
Veneto,273,22,295,3746,4041,-121,13,13106,1794,,,18941,506588,272938
