denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,47,12,59,19,78,41,46,4,2,,,84,867,
Basilicata,1,1,2,6,8,0,0,0,0,,,8,155,
Calabria,14,2,16,16,32,15,14,1,0,,,33,483,
Campania,56,11,67,107,174,25,25,4,1,,,179,1551,
Emilia-Romagna,814,112,926,832,1758,170,208,43,146,,,1947,7600,
Friuli Venezia Giulia,23,10,33,115,148,38,41,11,8,,,167,2604,
Lazio,85,20,105,67,172,47,50,19,9,,,200,5592,
Liguria,100,36,136,107,243,62,80,20,11,,,274,1174,
Lombardia,4247,605,4852,2044,6896,1133,1445,1085,744,,,8725,29534,
Marche,254,76,330,240,570,109,113,0,22,,,592,1907,
Molise,4,3,7,9,16,0,0,0,0,,,16,238,
P.A. Bolzano,21,4,25,78,103,28,29,0,1,,,104,607,
P.A. Trento,43,5,48,54,102,28,30,4,1,,,107,593,
Piemonte,368,97,465,89,554,74,79,0,26,,,580,2879,
Puglia,58,2,60,38,98,27,27,1,5,,,104,1269,
Sardegna,12,0,12,27,39,2,2,0,0,,,39,302,
Sicilia,28,5,33,78,111,30,32,2,2,,,115,1477,
Toscana,100,59,159,193,352,38,44,7,5,,,364,3165,
Umbria,8,8,16,46,62,18,18,2,0,,,64,458,
Valle d'Aosta,7,0,7,19,26,7,7,0,1,,,27,118,
Veneto,360,85,445,852,1297,357,361,55,32,,,1384,23438,
