denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,355,27,382,5414,5796,352,428,3764,542,7498,2604,10102,283894,176636
Basilicata,74,7,81,1254,1335,79,95,699,48,728,1354,2082,102296,101446
Calabria,142,9,151,2799,2950,236,239,1799,114,1174,3689,4863,271839,268922
Campania,1385,161,1546,38804,40350,2646,3186,11062,659,49469,2602,52071,937974,634861
Emilia-Romagna,1157,119,1276,20145,21421,1708,1763,27764,4612,40312,13485,53797,1570748,842483
Friuli Venezia Giulia,161,35,196,4339,4535,427,505,5186,394,9019,1096,10115,532815,227470
Lazio,1873,175,2048,29699,31747,2035,2246,11196,1190,15572,28561,44133,1411900,1152217
Liguria,948,52,1000,7322,8322,386,999,17469,1749,19564,7976,27540,437287,226812
Lombardia,3698,370,4068,71161,75229,7345,8960,94134,17462,149776,37049,186825,2897835,1807884
Marche,262,39,301,5340,5641,505,524,6965,1013,13554,65,13619,317571,185912
Molise,18,6,24,864,888,97,114,692,32,1562,50,1612,63048,58819
P.A. Bolzano,233,18,251,4310,4561,344,350,2966,308,7835,0,7835,230235,118867
P.A. Trento,118,9,127,1562,1689,68,222,6622,437,4956,3792,8748,286096,113372
Piemonte,2547,159,2706,27682,30388,2497,2719,33006,4355,32595,35154,67749,1013484,623529
Puglia,634,84,718,9981,10699,697,791,6448,713,5108,12752,17860,550266,391765
Sardegna,323,40,363,5458,5821,255,298,3071,214,3460,5646,9106,264292,224602
Sicilia,895,117,1012,12552,13564,819,984,6758,484,13165,7641,20806,676669,477579
Toscana,1007,153,1160,25260,26420,2450,2765,13983,1320,33468,8255,41723,1074698,717521
Umbria,260,42,302,5864,6166,595,729,3409,121,2996,6700,9696,294451,171539
Valle d'Aosta,127,7,134,1583,1717,133,155,1253,166,2768,368,3136,40780,25710
Veneto,777,117,894,25653,26547,2921,3012,25321,2388,24718,29538,54256,2310397,898237
