denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,312,21,333,1657,1990,-40,25,599,310,,,2899,35356,27054
Basilicata,56,7,63,142,205,-12,0,136,25,,,366,10889,10889
Calabria,113,6,119,645,764,-18,1,248,85,,,1097,33755,31802
Campania,544,33,577,2225,2802,-75,31,1220,358,,,4380,70566,42690
Emilia-Romagna,2574,228,2802,9201,12003,-222,252,9439,3472,,,24914,172589,116624
Friuli Venezia Giulia,136,13,149,1090,1239,-19,18,1478,278,,,2995,64151,41273
Lazio,1468,132,1600,2962,4562,0,75,1491,414,,,6467,128664,98968
Liguria,718,81,799,2772,3571,-9,130,3060,1141,,,7772,45719,29794
Lombardia,7280,655,7935,27809,35744,303,869,25029,13575,,,74348,351423,216526
Marche,666,58,724,2610,3334,24,48,1948,893,,,6175,54313,36650
Molise,18,1,19,176,195,-5,1,81,21,,,297,5776,5538
P.A. Bolzano,136,15,151,759,910,-30,2,1316,272,,,2498,39130,18567
P.A. Trento,182,22,204,1361,1565,-142,30,2048,412,,,4025,33839,20539
Piemonte,2701,202,2903,12603,15506,-2,352,7008,2936,,,25450,144531,102514
Puglia,448,51,499,2420,2919,7,22,654,407,,,3980,58496,57574
Sardegna,96,18,114,658,772,-4,2,404,109,,,1285,22116,20053
Sicilia,428,34,462,1681,2143,20,35,745,232,,,3120,73008,68729
Toscana,619,144,763,5133,5896,-87,52,2524,811,,,9231,133617,103891
Umbria,80,17,97,178,275,-12,9,1039,65,,,1379,33881,23263
Valle d'Aosta,81,5,86,123,209,-26,8,775,135,,,1119,6897,5069
Veneto,1067,120,1187,7414,8601,-259,129,7699,1408,,,17708,328218,196864
